,Open,High,Low,Close,Adj Close,Volume
2021-01-01,99.49608582154937,101.50610775733824,98.49107485365492,100.5010967894438,100.5010967894438,8954647
2021-01-04,99.39817338350078,101.40621729023816,98.39415143013208,100.40219533686947,100.40219533686947,3490706
2021-01-05,100.03549001594826,102.05640900616945,99.02503052083767,101.04594951105885,101.04594951105885,8542535
2021-01-06,101.49165525058692,103.54199172029575,100.46648701573251,102.51682348544134,102.51682348544134,9047252
2021-01-07,101.3040422212359,103.35058852873561,100.28076906748605,102.32731537498576,102.32731537498576,6254224
2021-01-08,101.11644455008992,103.15920100564729,100.09506632231123,102.1378227778686,102.1378227778686,7215140
2021-01-11,102.62516681198558,104.698402505157,101.58854896539987,103.66178465857129,103.66178465857129,4737973
2021-01-12,103.37450146427297,105.46287523122798,102.33031458079546,104.41868834775048,104.41868834775048,3202575
2021-01-13,102.96675455449525,105.04689101014162,101.92668632667207,104.00682278231844,104.00682278231844,7611653
2021-01-14,103.50572746777465,105.59675226510342,102.46021506911025,104.55123986643903,104.55123986643903,1464071
2021-01-15,103.10364636468687,105.18654831144822,102.06219539130619,104.14509733806754,104.14509733806754,5381137
2021-01-18,102.69940241645502,104.77413781880763,101.6620347152787,103.73677011763132,103.73677011763132,5912216
2021-01-19,102.95717751547349,105.03712049558408,101.91720602541821,103.99714900552878,103.99714900552878,8597626
2021-01-20,101.19880498740922,103.24322529018515,100.17659483602124,102.22101513879718,102.22101513879718,4498472
2021-01-21,99.61663835145151,101.62909569188488,98.61040968123483,100.6228670216682,100.6228670216682,9369689
2021-01-22,99.12206826644875,101.12453429203357,98.12083525365634,100.12330127924116,100.12330127924116,2564718
2021-01-25,98.20603174078208,100.1899919779696,97.21405162218832,99.19801185937584,99.19801185937584,6139743
2021-01-26,98.5314267726715,100.52196064686689,97.5361598355738,99.52669370976919,99.52669370976919,4813270
2021-01-27,97.7134332621695,99.68744201494061,96.72642888578396,98.70043763855506,98.70043763855506,5806425
2021-01-28,96.42370528869274,98.37165893088856,95.44972846759484,97.39768210979065,97.39768210979065,7609876
2021-01-29,97.8261926924124,99.80247941347125,96.83804933188298,98.81433605294183,98.81433605294183,3378837
2021-02-01,97.64641609827335,99.61907096894554,96.66008866293726,98.63274353360944,98.63274353360944,7123769
2021-02-02,97.74101474388979,99.71558069831181,96.75373176667878,98.7282977211008,98.7282977211008,2524102
2021-02-03,96.43964542682014,98.38792109200841,95.46550759422598,97.41378325941427,97.41378325941427,3383366
2021-02-04,95.96182460751226,97.90044732685593,94.9925132478404,96.93113596718409,96.93113596718409,3035848
2021-02-05,96.09701705439798,98.03837093428481,95.12634011445456,97.0676939943414,97.0676939943414,6122930
2021-02-08,95.05173479053119,96.97197185700657,94.0916162572935,96.01185332376888,96.01185332376888,9593223
2021-02-09,95.43461460815845,97.36258662044449,94.47062860201544,96.39860061430147,96.39860061430147,7691409
2021-02-10,94.90416846697435,96.82142439560009,93.94554050266147,95.86279643128722,95.86279643128722,1838003
2021-02-11,94.66272859921169,96.57510695475132,93.70653942144187,95.6189177769815,95.6189177769815,4433382
2021-02-12,94.13128345721157,96.03292554725624,93.18046241218923,95.0821045022339,95.0821045022339,9670178
2021-02-15,95.8954480146293,97.83272979270262,94.92680712559263,96.86408890366596,96.86408890366596,4395049
2021-02-16,95.91425044425584,97.85191206939233,94.9454196316876,96.88308125682408,96.88308125682408,1066150
2021-02-17,94.9562305598836,96.87453824796206,93.99707671584437,95.91538440392283,95.91538440392283,8951632
2021-02-18,95.7571186980302,97.69160594445505,94.78987507481777,96.72436232124262,96.72436232124262,8429645
2021-02-19,94.64649434065856,96.55854473137893,93.69046914529837,95.60251953601875,95.60251953601875,7081687
2021-02-22,94.87330688316368,96.78993934544982,93.91499065202062,95.83162311430675,95.83162311430675,9948331
2021-02-23,93.07153838262299,94.95177148126184,92.13142183330356,94.01165493194242,94.01165493194242,3547500
2021-02-24,91.86049928247706,93.71626694474932,90.93261545134092,92.7883831136132,92.7883831136132,5193060
2021-02-25,92.07608407325189,93.93620698382263,91.14602261796651,93.00614552853726,93.00614552853726,1134055
2021-02-26,92.79832012074412,94.67303365853694,91.86096335184772,93.73567688964053,93.73567688964053,2841648
2021-03-01,92.9900572193466,94.86864423387885,92.05076371208047,93.92935072661272,93.92935072661272,8132508
2021-03-02,92.91330120905961,94.79033759712142,91.9747830150287,93.85181940309052,93.85181940309052,7437845
2021-03-03,92.66305869391745,94.53503967763295,91.7270682020597,93.5990491857752,93.5990491857752,4828433
2021-03-04,91.31138602266462,93.15606048776895,90.38904879011245,92.23372325521679,92.23372325521679,3735264
2021-03-05,90.66942764032844,92.50113324922397,89.75357483588067,91.5852804447762,91.5852804447762,5448748
2021-03-08,90.26994611323126,92.09358138824602,89.35812847572386,91.18176375073864,91.18176375073864,8152747
